accession,amine,core,leaving_group,parent,score
A0A416W4H5,tyramine,Tri,glycine,GCA,0.1594529151916504
A0A416W4H5,tyramine,Tri,taurine,TCA,0.15071943402290344
A0A416W4H5,cystine,Mono,glycine,GLCA,0.19556456804275513
A0A416W4H5,cystine,Mono,taurine,TLCA,0.3275459408760071
A0A416W4H5,cystine,Di,glycine,GDCA,0.23082318902015686
A0A416W4H5,cystine,Di,taurine,TDCA,0.0933523029088974
A0A416W4H5,cystine,Tri,glycine,GCA,0.24765226244926453
A0A416W4H5,cystine,Tri,taurine,TCA,0.1765722632408142
A0A5C2BYC4,"2,3_diaminopropionic acid",Mono,glycine,GLCA,0.18090438842773438
A0A5C2BYC4,"2,3_diaminopropionic acid",Mono,taurine,TLCA,0.33734330534935
A0A5C2BYC4,"2,3_diaminopropionic acid",Di,glycine,GDCA,0.3255990743637085
A0A5C2BYC4,"2,3_diaminopropionic acid",Di,taurine,TDCA,0.3012089729309082
A0A5C2BYC4,"2,3_diaminopropionic acid",Tri,glycine,GCA,0.32155898213386536
A0A5C2BYC4,"2,3_diaminopropionic acid",Tri,taurine,TCA,0.2999759316444397
A0A5C2BYC4,3_methoxytyramine,Mono,glycine,GLCA,0.029019704088568687
A0A5C2BYC4,3_methoxytyramine,Mono,taurine,TLCA,0.099702388048172
A0A5C2BYC4,3_methoxytyramine,Di,glycine,GDCA,0.1035320907831192
A0A5C2BYC4,3_methoxytyramine,Di,taurine,TDCA,-0.0045820847153663635
A0A5C2BYC4,3_methoxytyramine,Tri,glycine,GCA,0.05726132169365883
A0A5C2BYC4,3_methoxytyramine,Tri,taurine,TCA,0.005705546587705612
A0A5C2BYC4,asparagine,Mono,glycine,GLCA,0.17645220458507538
A0A5C2BYC4,asparagine,Mono,taurine,TLCA,0.42029836773872375
A0A5C2BYC4,asparagine,Di,glycine,GDCA,0.23858314752578735
A0A5C2BYC4,asparagine,Di,taurine,TDCA,0.32538506388664246
A0A5C2BYC4,asparagine,Tri,glycine,GCA,0.24541307985782623
A0A5C2BYC4,asparagine,Tri,taurine,TCA,0.3013553023338318
A0A5C2BYC4,proline,Mono,glycine,GLCA,0.25338679552078247
A0A5C2BYC4,proline,Mono,taurine,TLCA,0.4182804822921753
A0A5C2BYC4,proline,Di,glycine,GDCA,0.21599997580051422
A0A5C2BYC4,proline,Di,taurine,TDCA,0.1910976767539978
A0A5C2BYC4,proline,Tri,glycine,GCA,0.20467349886894226
A0A5C2BYC4,proline,Tri,taurine,TCA,0.12739251554012299
A0A5C2BYC4,dopamine,Mono,glycine,GLCA,0.1199604868888855
A0A5C2BYC4,dopamine,Mono,taurine,TLCA,0.2586625814437866
A0A5C2BYC4,dopamine,Di,glycine,GDCA,0.17874470353126526
A0A5C2BYC4,dopamine,Di,taurine,TDCA,0.14799776673316956
A0A5C2BYC4,dopamine,Tri,glycine,GCA,0.1998637467622757
A0A5C2BYC4,dopamine,Tri,taurine,TCA,0.1468033790588379
A0A5C2BYC4,gaba,Mono,glycine,GLCA,0.14698563516139984
A0A5C2BYC4,gaba,Mono,taurine,TLCA,0.2172163426876068
A0A5C2BYC4,gaba,Di,glycine,GDCA,0.18817567825317383
A0A5C2BYC4,gaba,Di,taurine,TDCA,0.1536746323108673
A0A5C2BYC4,gaba,Tri,glycine,GCA,0.21391195058822632
A0A5C2BYC4,gaba,Tri,taurine,TCA,0.14483380317687988
A0A5C2BYC4,glyglycine,Mono,glycine,GLCA,0.10463587194681168
A0A5C2BYC4,glyglycine,Mono,taurine,TLCA,0.13654035329818726
A0A5C2BYC4,glyglycine,Di,glycine,GDCA,0.10384608805179596
A0A5C2BYC4,glyglycine,Di,taurine,TDCA,0.029994968324899673
A0A5C2BYC4,glyglycine,Tri,glycine,GCA,0.0637529045343399
A0A5C2BYC4,glyglycine,Tri,taurine,TCA,0.017206929624080658
A0A5C2BYC4,alanine,Mono,glycine,GLCA,0.15620145201683044
A0A5C2BYC4,alanine,Mono,taurine,TLCA,0.2515951991081238
A0A5C2BYC4,alanine,Di,glycine,GDCA,0.17345258593559265
A0A5C2BYC4,alanine,Di,taurine,TDCA,0.08896074444055557
A0A5C2BYC4,alanine,Tri,glycine,GCA,0.1420794576406479
A0A5C2BYC4,alanine,Tri,taurine,TCA,0.12436268478631973
A0A5C2BYC4,arginine,Mono,glycine,GLCA,0.1034521758556366
A0A5C2BYC4,arginine,Mono,taurine,TLCA,0.32043057680130005
A0A5C2BYC4,arginine,Di,glycine,GDCA,0.16432158648967743
A0A5C2BYC4,arginine,Di,taurine,TDCA,0.1898343861103058
A0A5C2BYC4,arginine,Tri,glycine,GCA,0.2322094440460205
A0A5C2BYC4,arginine,Tri,taurine,TCA,0.19205054640769958
A0A5C2BYC4,citrulline,Mono,glycine,GLCA,0.2374250590801239
A0A5C2BYC4,citrulline,Mono,taurine,TLCA,0.4369727671146393
A0A5C2BYC4,citrulline,Di,glycine,GDCA,0.29101860523223877
A0A5C2BYC4,citrulline,Di,taurine,TDCA,0.3475692570209503
A0A5C2BYC4,citrulline,Tri,glycine,GCA,0.2853623628616333
A0A5C2BYC4,citrulline,Tri,taurine,TCA,0.31327107548713684
A0A5C2BYC4,glutamine,Mono,glycine,GLCA,0.2176133096218109
A0A5C2BYC4,glutamine,Mono,taurine,TLCA,0.43464669585227966
A0A5C2BYC4,glutamine,Di,glycine,GDCA,0.3258737325668335
A0A5C2BYC4,glutamine,Di,taurine,TDCA,0.389262318611145
A0A5C2BYC4,glutamine,Tri,glycine,GCA,0.2655351758003235
A0A5C2BYC4,glutamine,Tri,taurine,TCA,0.29835939407348633
A0A5C2BYC4,histidine,Mono,glycine,GLCA,0.2365434169769287
A0A5C2BYC4,histidine,Mono,taurine,TLCA,0.47518664598464966
A0A5C2BYC4,histidine,Di,glycine,GDCA,0.25613370537757874
A0A5C2BYC4,histidine,Di,taurine,TDCA,0.3584668040275574
A0A5C2BYC4,histidine,Tri,glycine,GCA,0.280124306678772
A0A5C2BYC4,histidine,Tri,taurine,TCA,0.3781990110874176
A0A5C2BYC4,lysine,Mono,glycine,GLCA,0.1750841736793518
A0A5C2BYC4,lysine,Mono,taurine,TLCA,0.20935307443141937
A0A5C2BYC4,lysine,Di,glycine,GDCA,0.2204759269952774
A0A5C2BYC4,lysine,Di,taurine,TDCA,0.19675099849700928
A0A5C2BYC4,lysine,Tri,glycine,GCA,0.24758997559547424
A0A5C2BYC4,lysine,Tri,taurine,TCA,0.19624392688274384
A0A5C2BYC4,methionine,Mono,glycine,GLCA,0.12575149536132812
A0A5C2BYC4,methionine,Mono,taurine,TLCA,0.23137322068214417
A0A5C2BYC4,methionine,Di,glycine,GDCA,0.12455067038536072
A0A5C2BYC4,methionine,Di,taurine,TDCA,0.11459525674581528
A0A5C2BYC4,methionine,Tri,glycine,GCA,0.12499981373548508
A0A5C2BYC4,methionine,Tri,taurine,TCA,0.14627259969711304
A0A5C2BYC4,ornithine,Mono,glycine,GLCA,0.1684507429599762
A0A5C2BYC4,ornithine,Mono,taurine,TLCA,0.2122352123260498
A0A5C2BYC4,ornithine,Di,glycine,GDCA,0.22634011507034302
A0A5C2BYC4,ornithine,Di,taurine,TDCA,0.18742762506008148
A0A5C2BYC4,ornithine,Tri,glycine,GCA,0.2880252003669739
A0A5C2BYC4,ornithine,Tri,taurine,TCA,0.22292375564575195
A0A5C2BYC4,phenylalanine,Mono,glycine,GLCA,0.2568265497684479
A0A5C2BYC4,phenylalanine,Mono,taurine,TLCA,0.47019660472869873
A0A5C2BYC4,phenylalanine,Di,glycine,GDCA,0.3191646635532379
A0A5C2BYC4,phenylalanine,Di,taurine,TDCA,0.4055422246456146
A0A5C2BYC4,phenylalanine,Tri,glycine,GCA,0.29770222306251526
A0A5C2BYC4,phenylalanine,Tri,taurine,TCA,0.3486229479312897
A0A5C2BYC4,serine,Mono,glycine,GLCA,0.27210065722465515
A0A5C2BYC4,serine,Mono,taurine,TLCA,0.4394717216491699
A0A5C2BYC4,serine,Di,glycine,GDCA,0.29829639196395874
A0A5C2BYC4,serine,Di,taurine,TDCA,0.39157745242118835
A0A5C2BYC4,serine,Tri,glycine,GCA,0.3217383623123169
A0A5C2BYC4,serine,Tri,taurine,TCA,0.3179871737957001
A0A5C2BYC4,threonine,Mono,glycine,GLCA,0.2679896652698517
A0A5C2BYC4,threonine,Mono,taurine,TLCA,0.48784559965133667
A0A5C2BYC4,threonine,Di,glycine,GDCA,0.3849075734615326
A0A5C2BYC4,threonine,Di,taurine,TDCA,0.42829006910324097
A0A5C2BYC4,threonine,Tri,glycine,GCA,0.3186531066894531
A0A5C2BYC4,threonine,Tri,taurine,TCA,0.35438674688339233
A0A5C2BYC4,tryptamine,Mono,glycine,GLCA,0.10642816126346588
A0A5C2BYC4,tryptamine,Mono,taurine,TLCA,0.1855880469083786
A0A5C2BYC4,tryptamine,Di,glycine,GDCA,0.17985373735427856
A0A5C2BYC4,tryptamine,Di,taurine,TDCA,0.16444489359855652
A0A5C2BYC4,tryptamine,Tri,glycine,GCA,0.21259906888008118
A0A5C2BYC4,tryptamine,Tri,taurine,TCA,0.1545247733592987
A0A5C2BYC4,cadaverine,Mono,glycine,GLCA,0.17802225053310394
A0A5C2BYC4,cadaverine,Mono,taurine,TLCA,0.20012272894382477
A0A5C2BYC4,cadaverine,Di,glycine,GDCA,0.2114640474319458
A0A5C2BYC4,cadaverine,Di,taurine,TDCA,0.17128202319145203
A0A5C2BYC4,cadaverine,Tri,glycine,GCA,0.22083640098571777
A0A5C2BYC4,cadaverine,Tri,taurine,TCA,0.16575738787651062
A0A5C2BYC4,putrescine,Mono,glycine,GLCA,0.20561732351779938
A0A5C2BYC4,putrescine,Mono,taurine,TLCA,0.2699235677719116
A0A5C2BYC4,putrescine,Di,glycine,GDCA,0.23306894302368164
A0A5C2BYC4,putrescine,Di,taurine,TDCA,0.20538176596164703
A0A5C2BYC4,putrescine,Tri,glycine,GCA,0.20588579773902893
A0A5C2BYC4,putrescine,Tri,taurine,TCA,0.17015646398067474
A0A5C2BYC4,2_aminophenol,Mono,glycine,GLCA,0.22871804237365723
A0A5C2BYC4,2_aminophenol,Mono,taurine,TLCA,0.36952000856399536
A0A5C2BYC4,2_aminophenol,Di,glycine,GDCA,0.34115326404571533
A0A5C2BYC4,2_aminophenol,Di,taurine,TDCA,0.36908191442489624
A0A5C2BYC4,2_aminophenol,Tri,glycine,GCA,0.30909597873687744
A0A5C2BYC4,2_aminophenol,Tri,taurine,TCA,0.2987588047981262
A0A5C2BYC4,serotonin,Mono,glycine,GLCA,0.10887004435062408
A0A5C2BYC4,serotonin,Mono,taurine,TLCA,0.2609938383102417
A0A5C2BYC4,serotonin,Di,glycine,GDCA,0.221974715590477
A0A5C2BYC4,serotonin,Di,taurine,TDCA,0.19200345873832703
A0A5C2BYC4,serotonin,Tri,glycine,GCA,0.26997628808021545
A0A5C2BYC4,serotonin,Tri,taurine,TCA,0.2184280902147293
A0A5C2BYC4,tyramine,Mono,glycine,GLCA,0.185817688703537
A0A5C2BYC4,tyramine,Mono,taurine,TLCA,0.24044457077980042
A0A5C2BYC4,tyramine,Di,glycine,GDCA,0.24478501081466675
A0A5C2BYC4,tyramine,Di,taurine,TDCA,0.176876038312912
A0A5C2BYC4,tyramine,Tri,glycine,GCA,0.23839306831359863
A0A5C2BYC4,tyramine,Tri,taurine,TCA,0.19753466546535492
A0A5C2BYC4,cystine,Mono,glycine,GLCA,0.12559515237808228
A0A5C2BYC4,cystine,Mono,taurine,TLCA,0.3219519257545471
A0A5C2BYC4,cystine,Di,glycine,GDCA,0.18070602416992188
A0A5C2BYC4,cystine,Di,taurine,TDCA,0.10962435603141785
A0A5C2BYC4,cystine,Tri,glycine,GCA,0.21652716398239136
A0A5C2BYC4,cystine,Tri,taurine,TCA,0.1482512205839157
A0A5C2C0X5,"2,3_diaminopropionic acid",Mono,glycine,GLCA,0.2526777386665344
A0A5C2C0X5,"2,3_diaminopropionic acid",Mono,taurine,TLCA,0.39714714884757996
A0A5C2C0X5,"2,3_diaminopropionic acid",Di,glycine,GDCA,0.41878801584243774
A0A5C2C0X5,"2,3_diaminopropionic acid",Di,taurine,TDCA,0.38333582878112793
A0A5C2C0X5,"2,3_diaminopropionic acid",Tri,glycine,GCA,0.38246864080429077
A0A5C2C0X5,"2,3_diaminopropionic acid",Tri,taurine,TCA,0.35241907835006714
A0A5C2C0X5,3_methoxytyramine,Mono,glycine,GLCA,0.12450675666332245
A0A5C2C0X5,3_methoxytyramine,Mono,taurine,TLCA,0.18536783754825592
A0A5C2C0X5,3_methoxytyramine,Di,glycine,GDCA,0.19622737169265747
A0A5C2C0X5,3_methoxytyramine,Di,taurine,TDCA,0.09627312421798706
A0A5C2C0X5,3_methoxytyramine,Tri,glycine,GCA,0.14134185016155243
A0A5C2C0X5,3_methoxytyramine,Tri,taurine,TCA,0.08378226310014725
A0A5C2C0X5,asparagine,Mono,glycine,GLCA,0.22488754987716675
A0A5C2C0X5,asparagine,Mono,taurine,TLCA,0.47178488969802856
A0A5C2C0X5,asparagine,Di,glycine,GDCA,0.31132543087005615
A0A5C2C0X5,asparagine,Di,taurine,TDCA,0.3851594030857086
A0A5C2C0X5,asparagine,Tri,glycine,GCA,0.31517595052719116
A0A5C2C0X5,asparagine,Tri,taurine,TCA,0.3566758930683136
A0A5C2C0X5,proline,Mono,glycine,GLCA,0.32255983352661133
A0A5C2C0X5,proline,Mono,taurine,TLCA,0.4836634695529938
A0A5C2C0X5,proline,Di,glycine,GDCA,0.2883506119251251
A0A5C2C0X5,proline,Di,taurine,TDCA,0.27582111954689026
A0A5C2C0X5,proline,Tri,glycine,GCA,0.2837356626987457
A0A5C2C0X5,proline,Tri,taurine,TCA,0.20514392852783203
A0A5C2C0X5,dopamine,Mono,glycine,GLCA,0.20303602516651154
A0A5C2C0X5,dopamine,Mono,taurine,TLCA,0.3240833878517151
A0A5C2C0X5,dopamine,Di,glycine,GDCA,0.2712526321411133
A0A5C2C0X5,dopamine,Di,taurine,TDCA,0.2346898913383484
A0A5C2C0X5,dopamine,Tri,glycine,GCA,0.27715879678726196
A0A5C2C0X5,dopamine,Tri,taurine,TCA,0.20976713299751282
A0A5C2C0X5,gaba,Mono,glycine,GLCA,0.19575908780097961
A0A5C2C0X5,gaba,Mono,taurine,TLCA,0.2634199857711792
A0A5C2C0X5,gaba,Di,glycine,GDCA,0.2431844174861908
A0A5C2C0X5,gaba,Di,taurine,TDCA,0.2147808074951172
A0A5C2C0X5,gaba,Tri,glycine,GCA,0.26841872930526733
A0A5C2C0X5,gaba,Tri,taurine,TCA,0.20559686422348022
A0A5C2C0X5,glyglycine,Mono,glycine,GLCA,0.2022642344236374
A0A5C2C0X5,glyglycine,Mono,taurine,TLCA,0.22995179891586304
A0A5C2C0X5,glyglycine,Di,glycine,GDCA,0.2187703251838684
A0A5C2C0X5,glyglycine,Di,taurine,TDCA,0.14413703978061676
A0A5C2C0X5,glyglycine,Tri,glycine,GCA,0.17167048156261444
A0A5C2C0X5,glyglycine,Tri,taurine,TCA,0.10858365893363953
A0A5C2C0X5,alanine,Mono,glycine,GLCA,0.2234039604663849
A0A5C2C0X5,alanine,Mono,taurine,TLCA,0.31888484954833984
A0A5C2C0X5,alanine,Di,glycine,GDCA,0.27216845750808716
A0A5C2C0X5,alanine,Di,taurine,TDCA,0.20004230737686157
A0A5C2C0X5,alanine,Tri,glycine,GCA,0.23262882232666016
A0A5C2C0X5,alanine,Tri,taurine,TCA,0.20720793306827545
A0A5C2C0X5,arginine,Mono,glycine,GLCA,0.1454259753227234
A0A5C2C0X5,arginine,Mono,taurine,TLCA,0.3547179698944092
A0A5C2C0X5,arginine,Di,glycine,GDCA,0.2186550498008728
A0A5C2C0X5,arginine,Di,taurine,TDCA,0.2298707365989685
A0A5C2C0X5,arginine,Tri,glycine,GCA,0.2583538293838501
A0A5C2C0X5,arginine,Tri,taurine,TCA,0.21679449081420898
A0A5C2C0X5,citrulline,Mono,glycine,GLCA,0.31695684790611267
A0A5C2C0X5,citrulline,Mono,taurine,TLCA,0.5055868029594421
A0A5C2C0X5,citrulline,Di,glycine,GDCA,0.3693854510784149
A0A5C2C0X5,citrulline,Di,taurine,TDCA,0.4081929326057434
A0A5C2C0X5,citrulline,Tri,glycine,GCA,0.3569931089878082
A0A5C2C0X5,citrulline,Tri,taurine,TCA,0.3655857741832733
A0A5C2C0X5,glutamine,Mono,glycine,GLCA,0.2683752477169037
A0A5C2C0X5,glutamine,Mono,taurine,TLCA,0.487218976020813
A0A5C2C0X5,glutamine,Di,glycine,GDCA,0.39110344648361206
A0A5C2C0X5,glutamine,Di,taurine,TDCA,0.45185941457748413
A0A5C2C0X5,glutamine,Tri,glycine,GCA,0.3278135657310486
A0A5C2C0X5,glutamine,Tri,taurine,TCA,0.35114786028862
A0A5C2C0X5,histidine,Mono,glycine,GLCA,0.2885291576385498
A0A5C2C0X5,histidine,Mono,taurine,TLCA,0.5154596567153931
A0A5C2C0X5,histidine,Di,glycine,GDCA,0.32912126183509827
A0A5C2C0X5,histidine,Di,taurine,TDCA,0.427075058221817
A0A5C2C0X5,histidine,Tri,glycine,GCA,0.3504396975040436
A0A5C2C0X5,histidine,Tri,taurine,TCA,0.4413207173347473
A0A5C2C0X5,lysine,Mono,glycine,GLCA,0.23797796666622162
A0A5C2C0X5,lysine,Mono,taurine,TLCA,0.27437037229537964
A0A5C2C0X5,lysine,Di,glycine,GDCA,0.29557693004608154
A0A5C2C0X5,lysine,Di,taurine,TDCA,0.2578233480453491
A0A5C2C0X5,lysine,Tri,glycine,GCA,0.3070790767669678
A0A5C2C0X5,lysine,Tri,taurine,TCA,0.2466636300086975
A0A5C2C0X5,methionine,Mono,glycine,GLCA,0.1982278674840927
A0A5C2C0X5,methionine,Mono,taurine,TLCA,0.3019804358482361
A0A5C2C0X5,methionine,Di,glycine,GDCA,0.21657535433769226
A0A5C2C0X5,methionine,Di,taurine,TDCA,0.21467076241970062
A0A5C2C0X5,methionine,Tri,glycine,GCA,0.2189011424779892
A0A5C2C0X5,methionine,Tri,taurine,TCA,0.23849575221538544
A0A5C2C0X5,ornithine,Mono,glycine,GLCA,0.2266065776348114
A0A5C2C0X5,ornithine,Mono,taurine,TLCA,0.2687400281429291
A0A5C2C0X5,ornithine,Di,glycine,GDCA,0.29762694239616394
A0A5C2C0X5,ornithine,Di,taurine,TDCA,0.2541295886039734
A0A5C2C0X5,ornithine,Tri,glycine,GCA,0.33024704456329346
A0A5C2C0X5,ornithine,Tri,taurine,TCA,0.26304855942726135
A0A5C2C0X5,phenylalanine,Mono,glycine,GLCA,0.30962809920310974
A0A5C2C0X5,phenylalanine,Mono,taurine,TLCA,0.5210989713668823
A0A5C2C0X5,phenylalanine,Di,glycine,GDCA,0.39547502994537354
A0A5C2C0X5,phenylalanine,Di,taurine,TDCA,0.47347185015678406
A0A5C2C0X5,phenylalanine,Tri,glycine,GCA,0.36658260226249695
A0A5C2C0X5,phenylalanine,Tri,taurine,TCA,0.40569135546684265
A0A5C2C0X5,serine,Mono,glycine,GLCA,0.31495916843414307
A0A5C2C0X5,serine,Mono,taurine,TLCA,0.4827427566051483
A0A5C2C0X5,serine,Di,glycine,GDCA,0.3794722557067871
A0A5C2C0X5,serine,Di,taurine,TDCA,0.4615112245082855
A0A5C2C0X5,serine,Tri,glycine,GCA,0.3970157206058502
A0A5C2C0X5,serine,Tri,taurine,TCA,0.37348586320877075
A0A5C2C0X5,threonine,Mono,glycine,GLCA,0.322382390499115
A0A5C2C0X5,threonine,Mono,taurine,TLCA,0.54335618019104
A0A5C2C0X5,threonine,Di,glycine,GDCA,0.4488622546195984
A0A5C2C0X5,threonine,Di,taurine,TDCA,0.4828546941280365
A0A5C2C0X5,threonine,Tri,glycine,GCA,0.38373637199401855
A0A5C2C0X5,threonine,Tri,taurine,TCA,0.4061018228530884
A0A5C2C0X5,tryptamine,Mono,glycine,GLCA,0.2002011239528656
A0A5C2C0X5,tryptamine,Mono,taurine,TLCA,0.27386513352394104
A0A5C2C0X5,tryptamine,Di,glycine,GDCA,0.27191632986068726
A0A5C2C0X5,tryptamine,Di,taurine,TDCA,0.2575185298919678
A0A5C2C0X5,tryptamine,Tri,glycine,GCA,0.28030094504356384
A0A5C2C0X5,tryptamine,Tri,taurine,TCA,0.2193765789270401
A0A5C2C0X5,cadaverine,Mono,glycine,GLCA,0.2503068745136261
A0A5C2C0X5,cadaverine,Mono,taurine,TLCA,0.2532266676425934
A0A5C2C0X5,cadaverine,Di,glycine,GDCA,0.2909582257270813
A0A5C2C0X5,cadaverine,Di,taurine,TDCA,0.24024859070777893
A0A5C2C0X5,cadaverine,Tri,glycine,GCA,0.2763180732727051
A0A5C2C0X5,cadaverine,Tri,taurine,TCA,0.21338212490081787
A0A5C2C0X5,putrescine,Mono,glycine,GLCA,0.2705506682395935
A0A5C2C0X5,putrescine,Mono,taurine,TLCA,0.31356340646743774
A0A5C2C0X5,putrescine,Di,glycine,GDCA,0.3066926598548889
A0A5C2C0X5,putrescine,Di,taurine,TDCA,0.2630247473716736
A0A5C2C0X5,putrescine,Tri,glycine,GCA,0.25991761684417725
A0A5C2C0X5,putrescine,Tri,taurine,TCA,0.22060492634773254
A0A5C2C0X5,2_aminophenol,Mono,glycine,GLCA,0.2738388478755951
A0A5C2C0X5,2_aminophenol,Mono,taurine,TLCA,0.42980554699897766
A0A5C2C0X5,2_aminophenol,Di,glycine,GDCA,0.4202021360397339
A0A5C2C0X5,2_aminophenol,Di,taurine,TDCA,0.44786134362220764
A0A5C2C0X5,2_aminophenol,Tri,glycine,GCA,0.3638063669204712
A0A5C2C0X5,2_aminophenol,Tri,taurine,TCA,0.35368597507476807
A0A5C2C0X5,serotonin,Mono,glycine,GLCA,0.19804081320762634
A0A5C2C0X5,serotonin,Mono,taurine,TLCA,0.3344479501247406
A0A5C2C0X5,serotonin,Di,glycine,GDCA,0.30862483382225037
A0A5C2C0X5,serotonin,Di,taurine,TDCA,0.2845030725002289
A0A5C2C0X5,serotonin,Tri,glycine,GCA,0.3251979649066925
A0A5C2C0X5,serotonin,Tri,taurine,TCA,0.2765140235424042
A0A5C2C0X5,tyramine,Mono,glycine,GLCA,0.2532232999801636
A0A5C2C0X5,tyramine,Mono,taurine,TLCA,0.30120545625686646
A0A5C2C0X5,tyramine,Di,glycine,GDCA,0.3360402584075928
A0A5C2C0X5,tyramine,Di,taurine,TDCA,0.2698748707771301
A0A5C2C0X5,tyramine,Tri,glycine,GCA,0.30280643701553345
A0A5C2C0X5,tyramine,Tri,taurine,TCA,0.25132691860198975
A0A5C2C0X5,cystine,Mono,glycine,GLCA,0.18662697076797485
A0A5C2C0X5,cystine,Mono,taurine,TLCA,0.36751821637153625
A0A5C2C0X5,cystine,Di,glycine,GDCA,0.2530137896537781
A0A5C2C0X5,cystine,Di,taurine,TDCA,0.18441042304039001
A0A5C2C0X5,cystine,Tri,glycine,GCA,0.26320913434028625
A0A5C2C0X5,cystine,Tri,taurine,TCA,0.19790658354759216
A0A5C2C1U8,"2,3_diaminopropionic acid",Mono,glycine,GLCA,0.3201722502708435
A0A5C2C1U8,"2,3_diaminopropionic acid",Mono,taurine,TLCA,0.4517213702201843
A0A5C2C1U8,"2,3_diaminopropionic acid",Di,glycine,GDCA,0.39994287490844727
A0A5C2C1U8,"2,3_diaminopropionic acid",Di,taurine,TDCA,0.37356841564178467
A0A5C2C1U8,"2,3_diaminopropionic acid",Tri,glycine,GCA,0.3863803446292877
A0A5C2C1U8,"2,3_diaminopropionic acid",Tri,taurine,TCA,0.358458936214447
A0A5C2C1U8,3_methoxytyramine,Mono,glycine,GLCA,0.15244466066360474
A0A5C2C1U8,3_methoxytyramine,Mono,taurine,TLCA,0.2081148624420166
A0A5C2C1U8,3_methoxytyramine,Di,glycine,GDCA,0.16593170166015625
A0A5C2C1U8,3_methoxytyramine,Di,taurine,TDCA,0.0608331635594368
A0A5C2C1U8,3_methoxytyramine,Tri,glycine,GCA,0.11576071381568909
A0A5C2C1U8,3_methoxytyramine,Tri,taurine,TCA,0.08095549046993256
A0A5C2C1U8,asparagine,Mono,glycine,GLCA,0.3199261426925659
A0A5C2C1U8,asparagine,Mono,taurine,TLCA,0.5444020628929138
A0A5C2C1U8,asparagine,Di,glycine,GDCA,0.3409747779369354
A0A5C2C1U8,asparagine,Di,taurine,TDCA,0.41578978300094604
A0A5C2C1U8,asparagine,Tri,glycine,GCA,0.3458380699157715
A0A5C2C1U8,asparagine,Tri,taurine,TCA,0.4022448658943176
A0A5C2C1U8,proline,Mono,glycine,GLCA,0.38554269075393677
A0A5C2C1U8,proline,Mono,taurine,TLCA,0.5269398093223572
A0A5C2C1U8,proline,Di,glycine,GDCA,0.2941884696483612
A0A5C2C1U8,proline,Di,taurine,TDCA,0.2702391445636749
A0A5C2C1U8,proline,Tri,glycine,GCA,0.29966819286346436
A0A5C2C1U8,proline,Tri,taurine,TCA,0.24031664431095123
A0A5C2C1U8,dopamine,Mono,glycine,GLCA,0.2391698658466339
A0A5C2C1U8,dopamine,Mono,taurine,TLCA,0.36369025707244873
A0A5C2C1U8,dopamine,Di,glycine,GDCA,0.26502296328544617
A0A5C2C1U8,dopamine,Di,taurine,TDCA,0.22916051745414734
A0A5C2C1U8,dopamine,Tri,glycine,GCA,0.2476591318845749
A0A5C2C1U8,dopamine,Tri,taurine,TCA,0.20234620571136475
A0A5C2C1U8,gaba,Mono,glycine,GLCA,0.28800296783447266
A0A5C2C1U8,gaba,Mono,taurine,TLCA,0.3561690151691437
A0A5C2C1U8,gaba,Di,glycine,GDCA,0.27601680159568787
A0A5C2C1U8,gaba,Di,taurine,TDCA,0.2420588731765747
A0A5C2C1U8,gaba,Tri,glycine,GCA,0.29352593421936035
A0A5C2C1U8,gaba,Tri,taurine,TCA,0.23704110085964203
A0A5C2C1U8,glyglycine,Mono,glycine,GLCA,0.2713603377342224
A0A5C2C1U8,glyglycine,Mono,taurine,TLCA,0.2718856930732727
A0A5C2C1U8,glyglycine,Di,glycine,GDCA,0.23089316487312317
A0A5C2C1U8,glyglycine,Di,taurine,TDCA,0.13698187470436096
A0A5C2C1U8,glyglycine,Tri,glycine,GCA,0.16389942169189453
A0A5C2C1U8,glyglycine,Tri,taurine,TCA,0.10506842285394669
A0A5C2C1U8,alanine,Mono,glycine,GLCA,0.3072783052921295
A0A5C2C1U8,alanine,Mono,taurine,TLCA,0.3894716501235962
A0A5C2C1U8,alanine,Di,glycine,GDCA,0.280036985874176
A0A5C2C1U8,alanine,Di,taurine,TDCA,0.20502911508083344
A0A5C2C1U8,alanine,Tri,glycine,GCA,0.24562206864356995
A0A5C2C1U8,alanine,Tri,taurine,TCA,0.23739254474639893
A0A5C2C1U8,arginine,Mono,glycine,GLCA,0.22988426685333252
A0A5C2C1U8,arginine,Mono,taurine,TLCA,0.431326299905777
A0A5C2C1U8,arginine,Di,glycine,GDCA,0.2514442801475525
A0A5C2C1U8,arginine,Di,taurine,TDCA,0.2648765742778778
A0A5C2C1U8,arginine,Tri,glycine,GCA,0.3027173578739166
A0A5C2C1U8,arginine,Tri,taurine,TCA,0.2767429053783417
A0A5C2C1U8,citrulline,Mono,glycine,GLCA,0.36936795711517334
A0A5C2C1U8,citrulline,Mono,taurine,TLCA,0.5347153544425964
A0A5C2C1U8,citrulline,Di,glycine,GDCA,0.35309144854545593
A0A5C2C1U8,citrulline,Di,taurine,TDCA,0.3880789279937744
A0A5C2C1U8,citrulline,Tri,glycine,GCA,0.3496277630329132
A0A5C2C1U8,citrulline,Tri,taurine,TCA,0.36745303869247437
A0A5C2C1U8,glutamine,Mono,glycine,GLCA,0.35874754190444946
A0A5C2C1U8,glutamine,Mono,taurine,TLCA,0.5562897324562073
