Enzyme,Amine,Hydroxyl,active,raw,calibrated
A0A1Y3VSR9,phenylalanine,Di,1,0.392,0.2815
A0A1Y3VSR9,phenylalanine,Mono,0,0.0202,0.0301
A0A1Y3VSR9,phenylalanine,Tri,1,0.3927,0.2815
A0A1Y3VSR9,proline,Di,0,0.0007,0.0023
A0A1Y3VSR9,proline,Mono,0,0.0022,0.0023
A0A1Y3VSR9,proline,Tri,0,0.0129,0.0137
A0A1Y3VSR9,putrescine,Di,0,0.0008,0.0023
A0A1Y3VSR9,putrescine,Mono,0,0.0005,0.0
A0A1Y3VSR9,putrescine,Tri,0,0.0012,0.0023
A0A1Y3VSR9,serine,Di,0,0.0038,0.0101
A0A1Y3VSR9,serine,Mono,0,0.0262,0.0391
A0A1Y3VSR9,serine,Tri,0,0.0043,0.0101
A0A1Y3VSR9,serotonin,Di,0,0.0028,0.0101
A0A1Y3VSR9,serotonin,Mono,0,0.1361,0.0915
A0A1Y3VSR9,serotonin,Tri,0,0.0028,0.0101
A0A1Y3VSR9,threonine,Di,0,0.0004,0.0
A0A1Y3VSR9,threonine,Mono,0,0.0035,0.0101
A0A1Y3VSR9,threonine,Tri,0,0.0001,0.0
A0A1Y3VSR9,tryptamine,Di,0,0.0025,0.0101
A0A1Y3VSR9,tryptamine,Mono,0,0.0011,0.0023
A0A1Y3VSR9,tryptamine,Tri,0,0.0052,0.0101
A0A1Y3VSR9,tyramine,Di,0,0.0016,0.0023
A0A1Y3VSR9,tyramine,Mono,0,0.0201,0.0301
A0A1Y3VSR9,tyramine,Tri,0,0.0014,0.0023
A0A2S7KLN3,"2,3_diaminopropionic acid",Di,0,0.0297,0.0391
A0A2S7KLN3,"2,3_diaminopropionic acid",Mono,0,0.0306,0.0409
A0A2S7KLN3,"2,3_diaminopropionic acid",Tri,0,0.3281,0.2692
A0A2S7KLN3,2_aminophenol,Di,1,0.8858,0.8235
A0A2S7KLN3,2_aminophenol,Mono,1,0.5311,0.4014
A0A2S7KLN3,2_aminophenol,Tri,0,0.8961,0.8571
A0A2S7KLN3,3_methoxytyramine,Di,0,0.0855,0.0529
A0A2S7KLN3,3_methoxytyramine,Mono,0,0.0318,0.0409
A0A2S7KLN3,3_methoxytyramine,Tri,0,0.1107,0.0915
A0A2S7KLN3,alanine,Di,1,0.912,0.8636
A0A2S7KLN3,alanine,Mono,1,0.9096,0.8636
A0A2S7KLN3,alanine,Tri,0,0.4589,0.3936
A0A2S7KLN3,arginine,Di,0,0.0107,0.0101
A0A2S7KLN3,arginine,Mono,0,0.0063,0.0101
A0A2S7KLN3,arginine,Tri,0,0.0291,0.0391
A0A2S7KLN3,asparagine,Di,0,0.0688,0.0529
A0A2S7KLN3,asparagine,Mono,0,0.1048,0.0915
A0A2S7KLN3,asparagine,Tri,1,0.8075,0.7
A0A2S7KLN3,cadaverine,Di,0,0.0067,0.0101
A0A2S7KLN3,cadaverine,Mono,0,0.0044,0.0101
A0A2S7KLN3,cadaverine,Tri,0,0.01,0.0101
A0A2S7KLN3,citrulline,Di,0,0.0794,0.0529
A0A2S7KLN3,citrulline,Mono,0,0.029,0.0391
A0A2S7KLN3,citrulline,Tri,0,0.0256,0.0391
A0A2S7KLN3,cystine,Di,0,0.0173,0.0202
A0A2S7KLN3,cystine,Mono,0,0.0145,0.0202
A0A2S7KLN3,cystine,Tri,0,0.0355,0.0409
A0A2S7KLN3,dopamine,Di,0,0.2309,0.1455
A0A2S7KLN3,dopamine,Mono,0,0.1735,0.1127
A0A2S7KLN3,dopamine,Tri,1,0.8424,0.7
A0A2S7KLN3,gaba,Di,1,0.933,0.8636
A0A2S7KLN3,gaba,Mono,1,0.9612,0.9023
A0A2S7KLN3,gaba,Tri,1,0.9345,0.8636
A0A2S7KLN3,glutamine,Di,0,0.3208,0.2692
A0A2S7KLN3,glutamine,Mono,1,0.8002,0.7
A0A2S7KLN3,glutamine,Tri,0,0.2254,0.1127
A0A2S7KLN3,glyglycine,Di,0,0.018,0.0202
A0A2S7KLN3,glyglycine,Mono,0,0.0171,0.0202
A0A2S7KLN3,glyglycine,Tri,0,0.1203,0.0915
A0A2S7KLN3,histidine,Di,0,0.0097,0.0101
A0A2S7KLN3,histidine,Mono,0,0.0109,0.0101
A0A2S7KLN3,histidine,Tri,0,0.0501,0.0529
A0A2S7KLN3,lysine,Di,0,0.2174,0.1127
A0A2S7KLN3,lysine,Mono,0,0.0358,0.0409
A0A2S7KLN3,lysine,Tri,0,0.0224,0.0345
A0A2S7KLN3,methionine,Di,0,0.1737,0.1127
A0A2S7KLN3,methionine,Mono,0,0.2191,0.1127
A0A2S7KLN3,methionine,Tri,0,0.2607,0.1875
A0A2S7KLN3,ornithine,Di,0,0.0854,0.0529
A0A2S7KLN3,ornithine,Mono,0,0.0348,0.0409
A0A2S7KLN3,ornithine,Tri,0,0.0234,0.0391
A0A2S7KLN3,phenylalanine,Di,1,0.9192,0.8636
A0A2S7KLN3,phenylalanine,Mono,0,0.5442,0.4014
A0A2S7KLN3,phenylalanine,Tri,1,0.948,0.9023
A0A2S7KLN3,proline,Di,0,0.0048,0.0101
A0A2S7KLN3,proline,Mono,0,0.0073,0.0101
A0A2S7KLN3,proline,Tri,0,0.0255,0.0391
A0A2S7KLN3,putrescine,Di,0,0.0067,0.0101
A0A2S7KLN3,putrescine,Mono,0,0.0044,0.0101
A0A2S7KLN3,putrescine,Tri,0,0.01,0.0101
A0A2S7KLN3,serine,Di,0,0.3168,0.2692
A0A2S7KLN3,serine,Mono,0,0.3828,0.2815
A0A2S7KLN3,serine,Tri,0,0.2184,0.1127
A0A2S7KLN3,serotonin,Di,0,0.0172,0.0202
A0A2S7KLN3,serotonin,Mono,0,0.1743,0.1127
A0A2S7KLN3,serotonin,Tri,0,0.0244,0.0391
A0A2S7KLN3,threonine,Di,0,0.1891,0.1127
A0A2S7KLN3,threonine,Mono,0,0.2551,0.1757
A0A2S7KLN3,threonine,Tri,0,0.0391,0.0529
A0A2S7KLN3,tryptamine,Di,0,0.0072,0.0101
A0A2S7KLN3,tryptamine,Mono,0,0.0058,0.0101
A0A2S7KLN3,tryptamine,Tri,0,0.0197,0.0301
A0A2S7KLN3,tyramine,Di,0,0.0539,0.0529
A0A2S7KLN3,tyramine,Mono,0,0.2683,0.1875
A0A2S7KLN3,tyramine,Tri,0,0.0749,0.0529
A0A2S8GTJ2,"2,3_diaminopropionic acid",Di,0,0.0378,0.0529
A0A2S8GTJ2,"2,3_diaminopropionic acid",Mono,0,0.0268,0.0391
A0A2S8GTJ2,"2,3_diaminopropionic acid",Tri,0,0.3149,0.2692
A0A2S8GTJ2,2_aminophenol,Di,1,0.8914,0.8571
A0A2S8GTJ2,2_aminophenol,Mono,0,0.3717,0.2815
A0A2S8GTJ2,2_aminophenol,Tri,0,0.8779,0.7
A0A2S8GTJ2,3_methoxytyramine,Di,0,0.1504,0.1127
A0A2S8GTJ2,3_methoxytyramine,Mono,0,0.0356,0.0409
A0A2S8GTJ2,3_methoxytyramine,Tri,0,0.1853,0.1127
A0A2S8GTJ2,alanine,Di,1,0.9558,0.9023
A0A2S8GTJ2,alanine,Mono,1,0.9414,0.8696
A0A2S8GTJ2,alanine,Tri,0,0.4633,0.3936
A0A2S8GTJ2,arginine,Di,0,0.0131,0.0137
A0A2S8GTJ2,arginine,Mono,0,0.0059,0.0101
A0A2S8GTJ2,arginine,Tri,0,0.0342,0.0409
A0A2S8GTJ2,asparagine,Di,0,0.0844,0.0529
A0A2S8GTJ2,asparagine,Mono,0,0.0996,0.0915
A0A2S8GTJ2,asparagine,Tri,1,0.8575,0.7
A0A2S8GTJ2,cadaverine,Di,0,0.008,0.0101
A0A2S8GTJ2,cadaverine,Mono,0,0.0036,0.0101
A0A2S8GTJ2,cadaverine,Tri,0,0.012,0.0114
A0A2S8GTJ2,citrulline,Di,0,0.0746,0.0529
A0A2S8GTJ2,citrulline,Mono,0,0.0236,0.0391
A0A2S8GTJ2,citrulline,Tri,0,0.0306,0.0409
A0A2S8GTJ2,cystine,Di,0,0.0264,0.0391
A0A2S8GTJ2,cystine,Mono,0,0.0148,0.0202
A0A2S8GTJ2,cystine,Tri,0,0.0519,0.0529
A0A2S8GTJ2,dopamine,Di,0,0.2346,0.1455
A0A2S8GTJ2,dopamine,Mono,0,0.1164,0.0915
A0A2S8GTJ2,dopamine,Tri,1,0.8565,0.7
A0A2S8GTJ2,gaba,Di,1,0.9751,0.9082
A0A2S8GTJ2,gaba,Mono,1,0.9784,0.9082
A0A2S8GTJ2,gaba,Tri,1,0.9754,0.9082
A0A2S8GTJ2,glutamine,Di,0,0.239,0.1757
A0A2S8GTJ2,glutamine,Mono,1,0.7144,0.5287
A0A2S8GTJ2,glutamine,Tri,0,0.1652,0.1127
A0A2S8GTJ2,glyglycine,Di,0,0.014,0.0202
A0A2S8GTJ2,glyglycine,Mono,0,0.0096,0.0101
A0A2S8GTJ2,glyglycine,Tri,0,0.0635,0.0529
A0A2S8GTJ2,histidine,Di,0,0.0093,0.0101
A0A2S8GTJ2,histidine,Mono,0,0.0091,0.0101
A0A2S8GTJ2,histidine,Tri,0,0.0365,0.0529
A0A2S8GTJ2,lysine,Di,0,0.2308,0.1455
A0A2S8GTJ2,lysine,Mono,0,0.0339,0.0409
A0A2S8GTJ2,lysine,Tri,0,0.0322,0.0409
A0A2S8GTJ2,methionine,Di,0,0.1288,0.0915
A0A2S8GTJ2,methionine,Mono,0,0.1273,0.0915
A0A2S8GTJ2,methionine,Tri,0,0.1716,0.1127
A0A2S8GTJ2,ornithine,Di,0,0.0787,0.0529
A0A2S8GTJ2,ornithine,Mono,0,0.0266,0.0391
A0A2S8GTJ2,ornithine,Tri,0,0.0283,0.0391
A0A2S8GTJ2,phenylalanine,Di,1,0.938,0.8636
A0A2S8GTJ2,phenylalanine,Mono,0,0.3363,0.2692
A0A2S8GTJ2,phenylalanine,Tri,1,0.9519,0.9023
A0A2S8GTJ2,proline,Di,0,0.0047,0.0101
A0A2S8GTJ2,proline,Mono,0,0.0064,0.0101
A0A2S8GTJ2,proline,Tri,0,0.0292,0.0391
A0A2S8GTJ2,putrescine,Di,0,0.0082,0.0101
A0A2S8GTJ2,putrescine,Mono,0,0.0037,0.0101
A0A2S8GTJ2,putrescine,Tri,0,0.0124,0.0114
A0A2S8GTJ2,serine,Di,0,0.2015,0.1127
A0A2S8GTJ2,serine,Mono,0,0.2243,0.1127
A0A2S8GTJ2,serine,Tri,0,0.1411,0.0915
A0A2S8GTJ2,serotonin,Di,0,0.0176,0.0202
A0A2S8GTJ2,serotonin,Mono,0,0.2017,0.1127
A0A2S8GTJ2,serotonin,Tri,0,0.0247,0.0391
A0A2S8GTJ2,threonine,Di,0,0.1302,0.0915
A0A2S8GTJ2,threonine,Mono,0,0.1612,0.1127
A0A2S8GTJ2,threonine,Tri,0,0.0205,0.0301
A0A2S8GTJ2,tryptamine,Di,0,0.009,0.0101
A0A2S8GTJ2,tryptamine,Mono,0,0.0042,0.0101
A0A2S8GTJ2,tryptamine,Tri,0,0.0221,0.0301
A0A2S8GTJ2,tyramine,Di,0,0.0437,0.0529
A0A2S8GTJ2,tyramine,Mono,0,0.2499,0.1757
A0A2S8GTJ2,tyramine,Tri,0,0.0609,0.0529
A0A2T3FKY8,"2,3_diaminopropionic acid",Di,0,0.3916,0.2815
A0A2T3FKY8,"2,3_diaminopropionic acid",Mono,0,0.1989,0.1127
A0A2T3FKY8,"2,3_diaminopropionic acid",Tri,1,0.8914,0.8571
A0A2T3FKY8,2_aminophenol,Di,1,0.9849,0.9214
A0A2T3FKY8,2_aminophenol,Mono,0,0.7881,0.5287
A0A2T3FKY8,2_aminophenol,Tri,1,0.9627,0.9023
A0A2T3FKY8,3_methoxytyramine,Di,0,0.2242,0.1127
A0A2T3FKY8,3_methoxytyramine,Mono,0,0.0219,0.0301
A0A2T3FKY8,3_methoxytyramine,Tri,0,0.1705,0.1127
A0A2T3FKY8,alanine,Di,1,0.996,0.925
A0A2T3FKY8,alanine,Mono,1,0.9938,0.9214
A0A2T3FKY8,alanine,Tri,1,0.9493,0.9023
A0A2T3FKY8,arginine,Di,0,0.1726,0.1127
A0A2T3FKY8,arginine,Mono,0,0.0478,0.0529
A0A2T3FKY8,arginine,Tri,0,0.1909,0.1127
A0A2T3FKY8,asparagine,Di,0,0.1871,0.1127
A0A2T3FKY8,asparagine,Mono,0,0.1513,0.1127
A0A2T3FKY8,asparagine,Tri,1,0.9564,0.9023
A0A2T3FKY8,cadaverine,Di,0,0.019,0.0202
A0A2T3FKY8,cadaverine,Mono,0,0.0068,0.0101
A0A2T3FKY8,cadaverine,Tri,0,0.0527,0.0529
A0A2T3FKY8,citrulline,Di,1,0.5852,0.4638
A0A2T3FKY8,citrulline,Mono,0,0.197,0.1127
A0A2T3FKY8,citrulline,Tri,0,0.1863,0.1127
A0A2T3FKY8,cystine,Di,0,0.0754,0.0529
A0A2T3FKY8,cystine,Mono,0,0.0217,0.0301
A0A2T3FKY8,cystine,Tri,0,0.0932,0.0714
A0A2T3FKY8,dopamine,Di,0,0.4476,0.3936
A0A2T3FKY8,dopamine,Mono,0,0.1133,0.0915
A0A2T3FKY8,dopamine,Tri,1,0.9261,0.8636
A0A2T3FKY8,gaba,Di,1,0.9958,0.9214
A0A2T3FKY8,gaba,Mono,1,0.9962,0.925
A0A2T3FKY8,gaba,Tri,1,0.9962,0.925
A0A2T3FKY8,glutamine,Di,0,0.6856,0.5287
A0A2T3FKY8,glutamine,Mono,1,0.9299,0.8636
A0A2T3FKY8,glutamine,Tri,0,0.4697,0.3936
A0A2T3FKY8,glyglycine,Di,0,0.1345,0.0915
A0A2T3FKY8,glyglycine,Mono,0,0.0752,0.0529
A0A2T3FKY8,glyglycine,Tri,1,0.2855,0.2692
A0A2T3FKY8,histidine,Di,0,0.0182,0.0202
A0A2T3FKY8,histidine,Mono,0,0.0107,0.0101
A0A2T3FKY8,histidine,Tri,0,0.0601,0.0529
A0A2T3FKY8,lysine,Di,1,0.8393,0.7
A0A2T3FKY8,lysine,Mono,0,0.3923,0.2815
A0A2T3FKY8,lysine,Tri,0,0.2358,0.1455
A0A2T3FKY8,methionine,Di,0,0.8023,0.7
A0A2T3FKY8,methionine,Mono,1,0.7357,0.5287
A0A2T3FKY8,methionine,Tri,1,0.7156,0.5287
A0A2T3FKY8,ornithine,Di,0,0.6119,0.4638
A0A2T3FKY8,ornithine,Mono,0,0.2723,0.1915
A0A2T3FKY8,ornithine,Tri,0,0.1373,0.0915
A0A2T3FKY8,phenylalanine,Di,1,0.9912,0.9214
A0A2T3FKY8,phenylalanine,Mono,1,0.7317,0.5287
A0A2T3FKY8,phenylalanine,Tri,1,0.9938,0.9214
A0A2T3FKY8,proline,Di,0,0.0246,0.0391
A0A2T3FKY8,proline,Mono,0,0.0241,0.0391
A0A2T3FKY8,proline,Tri,0,0.1184,0.0915
A0A2T3FKY8,putrescine,Di,0,0.0186,0.0202
A0A2T3FKY8,putrescine,Mono,0,0.0064,0.0101
A0A2T3FKY8,putrescine,Tri,0,0.0502,0.0529
A0A2T3FKY8,serine,Di,1,0.829,0.7
A0A2T3FKY8,serine,Mono,1,0.8929,0.8571
A0A2T3FKY8,serine,Tri,1,0.798,0.6667
A0A2T3FKY8,serotonin,Di,0,0.0359,0.0409
A0A2T3FKY8,serotonin,Mono,0,0.6036,0.4638
A0A2T3FKY8,serotonin,Tri,0,0.052,0.0529
A0A2T3FKY8,threonine,Di,1,0.772,0.5287
A0A2T3FKY8,threonine,Mono,1,0.8249,0.7
A0A2T3FKY8,threonine,Tri,0,0.132,0.0915
A0A2T3FKY8,tryptamine,Di,0,0.0038,0.0101
A0A2T3FKY8,tryptamine,Mono,0,0.0012,0.0023
A0A2T3FKY8,tryptamine,Tri,0,0.0148,0.0202
A0A2T3FKY8,tyramine,Di,0,0.0837,0.0529
A0A2T3FKY8,tyramine,Mono,1,0.7372,0.5287
A0A2T3FKY8,tyramine,Tri,0,0.1178,0.0915
A0A2V1JL81,"2,3_diaminopropionic acid",Di,0,0.3232,0.2692
A0A2V1JL81,"2,3_diaminopropionic acid",Mono,0,0.1723,0.1127
A0A2V1JL81,"2,3_diaminopropionic acid",Tri,0,0.8404,0.7
A0A2V1JL81,2_aminophenol,Di,0,0.9817,0.9082
A0A2V1JL81,2_aminophenol,Mono,0,0.8212,0.7
A0A2V1JL81,2_aminophenol,Tri,0,0.9657,0.9023
A0A2V1JL81,3_methoxytyramine,Di,0,0.184,0.1127
A0A2V1JL81,3_methoxytyramine,Mono,0,0.018,0.0202
A0A2V1JL81,3_methoxytyramine,Tri,0,0.1162,0.0915
A0A2V1JL81,alanine,Di,0,0.9951,0.9214
A0A2V1JL81,alanine,Mono,0,0.9932,0.9214
A0A2V1JL81,alanine,Tri,0,0.9379,0.8636
A0A2V1JL81,arginine,Di,0,0.1112,0.0915
A0A2V1JL81,arginine,Mono,0,0.0377,0.0529
A0A2V1JL81,arginine,Tri,0,0.1456,0.0915
A0A2V1JL81,asparagine,Di,0,0.1776,0.1127
A0A2V1JL81,asparagine,Mono,0,0.1404,0.0915
A0A2V1JL81,asparagine,Tri,0,0.9499,0.9023
A0A2V1JL81,cadaverine,Di,0,0.0176,0.0202
A0A2V1JL81,cadaverine,Mono,0,0.0072,0.0101
A0A2V1JL81,cadaverine,Tri,0,0.0377,0.0529
A0A2V1JL81,citrulline,Di,0,0.3378,0.2692
A0A2V1JL81,citrulline,Mono,0,0.1164,0.0915
A0A2V1JL81,citrulline,Tri,0,0.0915,0.0529
A0A2V1JL81,cystine,Di,0,0.0508,0.0529
A0A2V1JL81,cystine,Mono,0,0.0166,0.0202
A0A2V1JL81,cystine,Tri,0,0.0503,0.0529
A0A2V1JL81,dopamine,Di,0,0.4013,0.2815
A0A2V1JL81,dopamine,Mono,0,0.1136,0.0915
A0A2V1JL81,dopamine,Tri,0,0.9362,0.8636
A0A2V1JL81,gaba,Di,0,0.9943,0.9214
A0A2V1JL81,gaba,Mono,0,0.9957,0.9214
A0A2V1JL81,gaba,Tri,0,0.9941,0.9214
A0A2V1JL81,glutamine,Di,0,0.6091,0.4638
A0A2V1JL81,glutamine,Mono,0,0.9166,0.8636
A0A2V1JL81,glutamine,Tri,0,0.3345,0.2692
A0A2V1JL81,glyglycine,Di,0,0.0643,0.0529
A0A2V1JL81,glyglycine,Mono,0,0.0412,0.0529
A0A2V1JL81,glyglycine,Tri,0,0.1019,0.0915
A0A2V1JL81,histidine,Di,0,0.0165,0.0202
A0A2V1JL81,histidine,Mono,0,0.0121,0.0114
A0A2V1JL81,histidine,Tri,0,0.0396,0.0529
A0A2V1JL81,lysine,Di,0,0.811,0.7
A0A2V1JL81,lysine,Mono,0,0.3862,0.2815
A0A2V1JL81,lysine,Tri,0,0.2098,0.1127
A0A2V1JL81,methionine,Di,0,0.7964,0.5287
A0A2V1JL81,methionine,Mono,0,0.7548,0.5287
A0A2V1JL81,methionine,Tri,0,0.6757,0.5287
A0A2V1JL81,ornithine,Di,0,0.5413,0.4014
A0A2V1JL81,ornithine,Mono,0,0.274,0.1915
A0A2V1JL81,ornithine,Tri,0,0.1341,0.0915
A0A2V1JL81,phenylalanine,Di,0,0.9914,0.9214
A0A2V1JL81,phenylalanine,Mono,0,0.7741,0.5287
A0A2V1JL81,phenylalanine,Tri,0,0.9934,0.9214
A0A2V1JL81,proline,Di,0,0.0165,0.0202
A0A2V1JL81,proline,Mono,0,0.0163,0.0202
A0A2V1JL81,proline,Tri,0,0.0812,0.0529
A0A2V1JL81,putrescine,Di,0,0.017,0.0202
A0A2V1JL81,putrescine,Mono,0,0.0067,0.0101
A0A2V1JL81,putrescine,Tri,0,0.0355,0.0409
A0A2V1JL81,serine,Di,0,0.7938,0.5287
A0A2V1JL81,serine,Mono,0,0.915,0.8636
A0A2V1JL81,serine,Tri,0,0.7208,0.5287
A0A2V1JL81,serotonin,Di,0,0.0319,0.0409
A0A2V1JL81,serotonin,Mono,0,0.5676,0.4231
A0A2V1JL81,serotonin,Tri,0,0.0442,0.0529
A0A2V1JL81,threonine,Di,0,0.7577,0.5287
A0A2V1JL81,threonine,Mono,0,0.8735,0.7
A0A2V1JL81,threonine,Tri,0,0.1449,0.0915
A0A2V1JL81,tryptamine,Di,0,0.0039,0.0101
A0A2V1JL81,tryptamine,Mono,0,0.0014,0.0023
A0A2V1JL81,tryptamine,Tri,0,0.0143,0.0202
A0A2V1JL81,tyramine,Di,0,0.0839,0.0529
A0A2V1JL81,tyramine,Mono,0,0.7151,0.5287
A0A2V1JL81,tyramine,Tri,0,0.1105,0.0915
A0A316LWP8,"2,3_diaminopropionic acid",Di,0,0.3161,0.2692
A0A316LWP8,"2,3_diaminopropionic acid",Mono,0,0.166,0.1127
A0A316LWP8,"2,3_diaminopropionic acid",Tri,1,0.8892,0.8333
A0A316LWP8,2_aminophenol,Di,1,0.978,0.9082
A0A316LWP8,2_aminophenol,Mono,1,0.7683,0.5287
A0A316LWP8,2_aminophenol,Tri,1,0.9505,0.9023
A0A316LWP8,3_methoxytyramine,Di,0,0.2604,0.1875
A0A316LWP8,3_methoxytyramine,Mono,0,0.0273,0.0391
A0A316LWP8,3_methoxytyramine,Tri,0,0.2127,0.1127
A0A316LWP8,alanine,Di,1,0.9958,0.9214
A0A316LWP8,alanine,Mono,1,0.9953,0.9214
A0A316LWP8,alanine,Tri,1,0.9365,0.8636
A0A316LWP8,arginine,Di,0,0.0515,0.0529
A0A316LWP8,arginine,Mono,0,0.018,0.0202
A0A316LWP8,arginine,Tri,1,0.1246,0.0915
A0A316LWP8,asparagine,Di,0,0.1726,0.1127
A0A316LWP8,asparagine,Mono,0,0.1396,0.0915
A0A316LWP8,asparagine,Tri,1,0.9518,0.9023
A0A316LWP8,cadaverine,Di,0,0.0146,0.0202
A0A316LWP8,cadaverine,Mono,0,0.0069,0.0101
A0A316LWP8,cadaverine,Tri,0,0.0445,0.0529
A0A316LWP8,citrulline,Di,1,0.324,0.2692
A0A316LWP8,citrulline,Mono,0,0.0985,0.0915
A0A316LWP8,citrulline,Tri,0,0.1206,0.0915
A0A316LWP8,cystine,Di,0,0.0838,0.0529
A0A316LWP8,cystine,Mono,0,0.0281,0.0391
A0A316LWP8,cystine,Tri,1,0.1152,0.0915
A0A316LWP8,dopamine,Di,0,0.4093,0.2815
A0A316LWP8,dopamine,Mono,0,0.1222,0.0915
A0A316LWP8,dopamine,Tri,1,0.938,0.8636
A0A316LWP8,gaba,Di,1,0.9944,0.9214
A0A316LWP8,gaba,Mono,1,0.9953,0.9214
A0A316LWP8,gaba,Tri,1,0.996,0.925
A0A316LWP8,glutamine,Di,1,0.443,0.3936
A0A316LWP8,glutamine,Mono,1,0.8533,0.7
A0A316LWP8,glutamine,Tri,0,0.3049,0.2692
A0A316LWP8,glyglycine,Di,0,0.1799,0.1127
A0A316LWP8,glyglycine,Mono,0,0.1283,0.0915
A0A316LWP8,glyglycine,Tri,1,0.3534,0.2815
A0A316LWP8,histidine,Di,0,0.0211,0.0301
A0A316LWP8,histidine,Mono,0,0.0158,0.0202
A0A316LWP8,histidine,Tri,0,0.0669,0.0529
A0A316LWP8,lysine,Di,1,0.6993,0.5287
A0A316LWP8,lysine,Mono,0,0.2969,0.2692
A0A316LWP8,lysine,Tri,0,0.2437,0.1757
A0A316LWP8,methionine,Di,0,0.6665,0.5287
A0A316LWP8,methionine,Mono,1,0.6395,0.5
A0A316LWP8,methionine,Tri,1,0.6243,0.4857
A0A316LWP8,ornithine,Di,0,0.4223,0.2815
A0A316LWP8,ornithine,Mono,0,0.1953,0.1127
A0A316LWP8,ornithine,Tri,0,0.1288,0.0915
A0A316LWP8,phenylalanine,Di,1,0.9908,0.9214
A0A316LWP8,phenylalanine,Mono,1,0.7659,0.5287
A0A316LWP8,phenylalanine,Tri,1,0.9939,0.9214
A0A316LWP8,proline,Di,0,0.0213,0.0301
A0A316LWP8,proline,Mono,0,0.0245,0.0391
A0A316LWP8,proline,Tri,0,0.1204,0.0915
A0A316LWP8,putrescine,Di,0,0.0142,0.0202
A0A316LWP8,putrescine,Mono,0,0.0065,0.0101
A0A316LWP8,putrescine,Tri,0,0.0421,0.0529
A0A316LWP8,serine,Di,1,0.835,0.7
A0A316LWP8,serine,Mono,1,0.903,0.8636
A0A316LWP8,serine,Tri,1,0.7487,0.5287
A0A316LWP8,serotonin,Di,0,0.0399,0.0529
A0A316LWP8,serotonin,Mono,1,0.6742,0.5287
A0A316LWP8,serotonin,Tri,0,0.0627,0.0529
A0A316LWP8,threonine,Di,1,0.6314,0.4857
A0A316LWP8,threonine,Mono,1,0.7459,0.5287
A0A316LWP8,threonine,Tri,0,0.0936,0.0714
A0A316LWP8,tryptamine,Di,0,0.0031,0.0101
A0A316LWP8,tryptamine,Mono,0,0.0012,0.0023
A0A316LWP8,tryptamine,Tri,0,0.0132,0.0137
A0A316LWP8,tyramine,Di,0,0.0757,0.0529
A0A316LWP8,tyramine,Mono,1,0.7805,0.5287
A0A316LWP8,tyramine,Tri,0,0.138,0.0915
A0A316Q414,"2,3_diaminopropionic acid",Di,0,0.1187,0.0915
A0A316Q414,"2,3_diaminopropionic acid",Mono,0,0.0942,0.0714
A0A316Q414,"2,3_diaminopropionic acid",Tri,0,0.7593,0.5287
A0A316Q414,2_aminophenol,Di,1,0.9554,0.9023
A0A316Q414,2_aminophenol,Mono,0,0.7257,0.5287
A0A316Q414,2_aminophenol,Tri,1,0.9598,0.9023
A0A316Q414,3_methoxytyramine,Di,0,0.1423,0.0915
A0A316Q414,3_methoxytyramine,Mono,0,0.0238,0.0391
A0A316Q414,3_methoxytyramine,Tri,0,0.1598,0.1127
A0A316Q414,alanine,Di,1,0.9833,0.9214
A0A316Q414,alanine,Mono,1,0.9818,0.9214
A0A316Q414,alanine,Tri,0,0.7961,0.5287
A0A316Q414,arginine,Di,0,0.028,0.0391
A0A316Q414,arginine,Mono,0,0.0137,0.0202
A0A316Q414,arginine,Tri,0,0.0908,0.0529
A0A316Q414,asparagine,Di,0,0.1082,0.0915
A0A316Q414,asparagine,Mono,0,0.1134,0.0915
A0A316Q414,asparagine,Tri,1,0.8601,0.7
A0A316Q414,cadaverine,Di,0,0.0078,0.0101
A0A316Q414,cadaverine,Mono,0,0.0042,0.0101
A0A316Q414,cadaverine,Tri,0,0.0152,0.0202
A0A316Q414,citrulline,Di,0,0.2369,0.1455
A0A316Q414,citrulline,Mono,0,0.0546,0.0529
A0A316Q414,citrulline,Tri,0,0.0814,0.0529
A0A316Q414,cystine,Di,0,0.0587,0.0529
A0A316Q414,cystine,Mono,0,0.0376,0.0529
A0A316Q414,cystine,Tri,0,0.1483,0.1127
A0A316Q414,dopamine,Di,0,0.2785,0.1915
A0A316Q414,dopamine,Mono,0,0.1259,0.0915
A0A316Q414,dopamine,Tri,1,0.884,0.8235
A0A316Q414,gaba,Di,1,0.9898,0.9214
A0A316Q414,gaba,Mono,1,0.9922,0.9214
A0A316Q414,gaba,Tri,1,0.9922,0.9214
A0A316Q414,glutamine,Di,0,0.4224,0.2815
A0A316Q414,glutamine,Mono,1,0.8411,0.7
A0A316Q414,glutamine,Tri,0,0.2712,0.1915
A0A316Q414,glyglycine,Di,0,0.0411,0.0529
A0A316Q414,glyglycine,Mono,0,0.0326,0.0409
A0A316Q414,glyglycine,Tri,0,0.3771,0.2815
A0A316Q414,histidine,Di,0,0.0157,0.0202
A0A316Q414,histidine,Mono,0,0.0131,0.0137
A0A316Q414,histidine,Tri,0,0.205,0.1127
A0A316Q414,lysine,Di,0,0.6206,0.4706
A0A316Q414,lysine,Mono,0,0.0961,0.0915
A0A316Q414,lysine,Tri,0,0.0758,0.0529
A0A316Q414,methionine,Di,0,0.4026,0.2815
